,no_of_likes,no_of_images,title,listing_price,item_condition,deal_method,post_date,category_type,post_type,condition_subtext,listing_description,mailing_option,delivery_options,mail_speed,meetup_option,meetup_location,deal_location_lat,deal_location_lon,seller_id,seller_join_date,seller_response,seller_verif,verified_by_email,verified_by_facebook,verified_by_mobile,seller_stars_rating,reviews_of_seller,url
316,40 likes,5 images,Giant TCR Advanced PRO 2 Full Carbon Disc Road Bike | Shimano 105 R7020 R7000 Giant SLR 1 Wheelset,"1,999",Lightly used,Meetup,1 month ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","* 0% interest installments possible for payment with select credit cards through Carousell Protection *

◾ Full carbon PRO frame (with lightweight carbon steerer, not aluminium for the base model) and fork in a beautiful metallic blue in size S for 165-175cm riders
◾ Shimano 105 R7020 hydraulic disc groupset with Giant SLR1 wheelset with loud hub and Giant tubeless tyres
◾ Brand new Prime Doyenne saddle with rear GoPro mount adapter
◾ Brand new bar tape just applied
◾ Flat pedals included

Selling at $1,999, super cheap!

Lowballers, fast deals and best price requests will be ignored. Sold as-is.

Sincere buyers welcome for a test ride and viewing. Thanks for viewing.",N,NA,NA,Y,Bishan Street 22,1.35535238,103.84661436,randomwalker,Joined 7 years ago,Very Responsive,Verified,NA,NA,NA,5.0,144,https://www.carousell.sg/p/giant-tcr-advanced-pro-2-full-carbon-disc-road-bike-shimano-105-r7020-r7000-giant-slr-1-wheelset-1238106847/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=V7GZdavnv2YvW1ug&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2531
317,1 like,3 images,Trek Kids Bicycle,150,Lightly used,Meetup,5 hours ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",Trek pre caliber girls bike  does not come with trainer wheels . My 8 yr daughter has outgrown her Trek Bike which she barely rode as we did not have a safe garden nearby to ride in . Slightly negotiable . ,N,NA,NA,Y,8 Draycott Park,1.31141621,103.8322091,tinkerbell0982,Joined 6 years ago,Not Responsive,Verified,NA,NA,NA,4.9,11,https://www.carousell.sg/p/trek-kids-bicycle-1244474167/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=ElMkqX77IdxwzyTn&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=21
319,43 likes,10 images,S-Works Tarmac SL6 Sagan Superstar Size 49,"7,800 8,800",Well used,Meetup,2 months ago,Road Bikes,Posted,Has minor flaws or defects.,"Underutilized S-Works Tarmac SL6 Sagan Superstar for sale.

Regularly serviced. Very good condition. Local set, not PI.

Built Weight is the low side of 6kg+. Probably the one of the lightest Tarmac setup. SL7 is heavier when getting more aero.

Full specification:
Frame: Specialized S-Works Tarmac SL6 Sagan Superstar, size 49
Fork: S-Works Tarmac, FACT Carbon
Seatpost: S-Works FACT Carbon Tarmac seat post
Saddle: Original S-Works Sagan Superstar matching saddle, carbon rail
Brake: Cane Creek eeBrakes Direct Mount
Brake/shift levers: SRAM Red eTap 2x11-spd
Front derailleur: SRAM Red eTap
Rear derailleur: SRAM Red eTap with Ridea C88 OSPW
Cassette: SRAM Red XG1190 11-25T
Chain: SUMC 11-spd SX11EL (Oil Slick Hollow) - Almost New
Crankset: S-Works Carbon Crank, 170mm crank length, 52/39 Rotor QRings
Bottom bracket: CeramicSpeed
Wheels: Custom Ultralightweight Carbon Wheelset built with Carbon Spokes, Ceramic bearings, with Zipp Showstopper style brake surface for outstanding braking performance
Tyres: Continental GP5000TL 25mm (Tubeless)
Handlebars: Enve Aero, 400mm at the drops, narrower on the hoods for better aero performance
Stem: Enve 100mm with computer mount
Tape/grips: High quality Ciclovation bar tape for match halo color effect
Other accessories: Ultralight Titanium skewers
Pedals: Not included
Bottle cages: Not included, can include if price is right

Reasonable offers will be considered. Lowballers please stay away and do not waste time as you will be ignored.

Thank you.",N,NA,NA,Y,Chuan Terrace,1.36176989,103.86716631,pictogene73,Joined 7 years ago,Very Responsive,Verified,NA,NA,NA,5.0,215,https://www.carousell.sg/p/s-works-tarmac-sl6-sagan-superstar-size-49-1231770647/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=PYa5rEUXrw89eeyL&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=867
320,Like,2 images,Pinnacle Dolomite Two (Female) Road Racer Bike,750,Well used,Meetup,Yesterday,Road Bikes,Posted,Has minor flaws or defects.,"I used to ride a lot when I was younger but now I do not have the time to do so, so I just want to sell it for the next owner. Bicycle chains and gears are rusty due to normal use, changed the tires to solid tires as I do not like to pump before riding.

Everything that is on the racer is provided. Includes: speedometer, bell, phone holder, two bottle holders, memory foam seat cushion, safety reflectors, a mirror, bike stand and lights.

Bike specification:
Frame:
PINNACLE Dolomite Two (Alloy)
M/45cm
5’3’’-5’6’'
PINNACLE FSA drop bar (Alloy)
Shimano:
-SHIMANO CLARIS DUAL CONTROL LEVER 8-speed ST-2400-R
-SHIMANO CLARIS DUAL CONTROL LEVER 2x8-speed ST-2400-L
-SHIMANO CLARIS Road Crankset 2x8-speed FC-2450
-SHIMANO CLARIS Short Cage Rear Derailleur 8-speed RD-2400-SS
-SHIMANO CLARIS Front Derailleur (Clamp Band Mount) 2x8-speed FD-2400-B
-SHIMANO 8-Speed Road Cassette Sprocket CS-HG50-8
-SHIMANO ACERA 8-Speed MTB Chain CN-HG71
-SHIMANO PD-R540-LA white (optional)
Other:
-ALEXRIMS RACE 24
-TEKTRO R526
-Blue Regular Paddles (Exchangeable for SHIMANO PD-R540-LA white)
-Blue Solid Tires

Fixed price, Low ballers will be ignored.

Trading allowed: For IPhone 12, 13, 14 pro models

Please pay in cold hard cash and inspection of bike is allowed.",N,NA,NA,Y,The [email protected]Hmlet CantonmentSee 3+ locations,1.27739813,103.84088516,arielexe,Joined 1 year ago,Mostly Responsive,Verified,NA,NA,NA,4.6,18,https://www.carousell.sg/p/pinnacle-dolomite-two-female-road-racer-bike-1244179907/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=3cdheF8_k1Jf2N-O&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=207
321,2 likes,1 image,"26"" 24 Speed Raleigh Road bike S9 Hybrid Road Bicycle Racing Bike Drop bar 26"" seat 29 20"" bag Put children delivery thermal child inch food adult baby 27.5 mesh kid rack 16"" 24"" seat lady WHATSAPP 89501850",290,Brand new,Mailing,1 month ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"BRAND NEW IN BOX!! LIMITED STOCKS!!!! 
Self assembly, Toolkit provided

FREE DELIVERY 1-5 Days
SAME DAY DELIVERY +$30

For fast reply, please whatsapp 8950 1850 for purchase.

✅ Shopee, Search for """"singaporesales"""" 
✅ Official Website:   www.dashlab.sg
We accept Caroupay | ShopeePay | Paylah! | Paynow | ShopPay | GooglePay | ApplePay | CreditCard  
✅ For Paylah/Paynow to 8950 1850 (Wen) 



➡️ 24 Speed Gear
➡️ 700c Inch Wheel 

Please whatsapp for inquiry 😊
🤙
🤙 wa.me/6589501850
🤙 wa.me/6589501850
🤙

Raleigh® S9™ 2 Road Bicycle Bike
✔️ EC1000 Road Saddle
✔️ L-TWOO® A3 Derailleur
✔️ ProWheel® Derailleur
✔️ KENDA® Road Tyres
✔️ Raleigh® 40 Road Rims
✔️ Raleigh® S9 Rigid Frame
✔️ L-TWOO® Trigger Shifters
✔️ Shimano® Derailleur
✔️ BOLIDS® Cable Disc Brakes
✔️ Raleigh® Drop Handlebar
✔️ WEST BIKING™ Hard Plastic Pedals
✔️ Raleigh® Stem 

You can also visit 
➡️  www.dashlab.sg for purchase or more products.

We also sell bicycle accessories package: phone holder, lock, bottle holder, led light, bell, pump, frame bag.

FOR FOOD DELIVERY:
Can also add Rear Rack / Metal Rack Behind

CAN ALSO ADD
Front child seat & Back child seat

GO TO WEBSITE FOR MORE ACCESSORIES PHOTOS:
 dashlab.sg/collections/accessories-child-seat",Y,Standard delivery S$30,3 - 4 working days,N,NA,,,hyperk,Joined 2 years ago,Mostly Responsive,Verified,NA,NA,NA,5.0,5,https://www.carousell.sg/p/26-24-speed-raleigh-road-bike-s9-hybrid-road-bicycle-racing-bike-drop-bar-26-seat-29-20-bag-put-children-delivery-thermal-child-inch-food-adult-baby-27-5-mesh-kid-rack-16-24-seat-lady-whatsapp-89501850-1238134596/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=-K7WvTlu9-8PhyYg&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2504
322,Like,4 images,Bicycle,60,Like new,Meetup,1 week ago,Road Bikes,Posted,Used once or twice. As good as new.,Used twice . As  good as new ,N,NA,NA,Y,woodlands carpark,1.28437254,103.85061085,kprdeal,Joined 5 years ago,Very Responsive,Verified,NA,NA,NA,5.0,10,https://www.carousell.sg/p/bicycle-1242418853/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=8PEFzVC8osLOTyOH&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1032
324,45 likes,10 images,Benotto Vintage Steel Road Bike - early ‘80s,"1,980",Well used,Meetup,2 months ago,Road Bikes,Posted,Has minor flaws or defects.,"
Frame: Columbus Steel
Fork: Original Benotto with Chrome Treatment
Seat Tube C/C: 50 cm
Top Tube C/C: 51 cm
Front/Rear Derailleur: Campagnolo Victory
Shifters: Campagnolo Victory
Brake Calipers: Campagnolo Victory
Crankset: Campagnolo 52/42
Skewer: Campagnolo Victory
Wheelset: Clincher Wheels
Rims: Mavic M2 700C
Hubs: Campagnolo Super Record
Tires: Michelin Axial Tires
HandleBar: Cinelli
Headset Ofmega
Seat Post: Campagnolo

Original Paintwork, but still looks pristine n solid, a little kinks & dinks which is normal after 40+ yrs history. The Bike is thoroughly cleaned, serviced and in tip-top working condition. Parts like Cable, Handlebar Tape, Brake Pad and Seat were new. Selling at a good price. Slight Nego👌 ",N,NA,NA,Y,Kembangan MRT Station (EW6),1.32101733,103.91308243,mtltan,Joined 4 years ago,Mostly Responsive,Verified,NA,NA,NA,5.0,5,https://www.carousell.sg/p/benotto-vintage-steel-road-bike-early-‘80s-1229225461/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=6tLs0oWl9wP6QH7C&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1849
325,54 likes,1 image,BMC SLC Size 49 Frameset,"1,000",Lightly used,Meetup,3 months ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",Pre-loved BMC SLC Size 49,N,NA,NA,Y,Potong Pasir MRT Station (NE10),1.33138664,103.86908203,sparesavailable,Joined 4 years ago,Very Responsive,Verified,NA,NA,NA,4.9,65,https://www.carousell.sg/p/bmc-slc-size-49-frameset-1227616839/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=PkeVFY9vEcrIDG9U&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2319
326,Like,2 images,Cycling Shorts XS size,50,Well used,Meetup,1 month ago,Road Bikes,Posted,Has minor flaws or defects.,NA,N,NA,NA,Y,Clementi MRT Station (EW23),1.31509495,103.76489041,shopeholic,Joined 9 years ago,Very Responsive,Verified,NA,NA,NA,5.0,6,https://www.carousell.sg/p/cycling-shorts-xs-size-1238683509/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=PkeVFY9vEcrIDG9U&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2311
327,31 likes,1 image,PINARELLO DOGMA F10 WITH SHIMANO ULTEGRA GROUPSET AND CARBON WHEELSET,"4,788",Like new,Mailing,4 weeks ago,Road Bikes,Posted,Used once or twice. As good as new.,"PINARELLO DOGMA F10 WITH SHIMANO ULTEGRA GROUPSET AND CARBON WHEELSET

PINARELLO F10 Frame
Shimano Ultegra (R8000 2 X 11 Speed) Groupset 
Most Stem with Alu Bar and New Bartape
50mm Carbon Wheelset with Vittoria Zaffiro Tires
Selle Royal Memory Foam Saddle

Size 515

Price: $4788

Welcome viewing. Make an Appointment with us now!
Drop by and Save time on texting👍🏼

Contact us @Cycle21adminQ @Cycle21adminJin

Whatsapp us at 
Wa.link/zoc47x

Join the channel for more bicycle
@cycle21exclusive",Y,Standard delivery Free,3 - 4 working days,N,NA,,,cycle21,Joined 4 years ago,Very Responsive,Verified,NA,NA,NA,4.9,30,https://www.carousell.sg/p/pinarello-dogma-f10-with-shimano-ultegra-groupset-and-carbon-wheelset-1238905518/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=rntPEaifUwt4DZ9B&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2249
328,7 likes,8 images,💥 Upgraded Java CL20 Minivelo Limited with 2*9 speed Sora R3000💥,499.99,Like new,Meetup,21 hours ago,Road Bikes,Posted,Used once or twice. As good as new.,"Selling my upgraded Minivelo Java CL20 with 20 inch, matt black and red colour. The condition is super new and it is cleaned after every ride. 

You can see from the picture that is well maintained. It was well tuned and runs very smoothly. View to believe.

Super light weight with only 9kg and totally not an issue for long distance riding. The bike can easily reach 30-35km/ hrs bass on bike comm and is same speed as normal road bike.

Spec on the bike now 
-6061 aluminium Handlebar 
-20” decaf rim 
-Super solid sound hub 
-Shimano hydraulic brake
-2*9 Sora R3000
-Decaf stem
-Promend R-87 Super Light Pedal 
-Bike Grip 


Accessories 
-Speed Comm (IGPSPORT-IGS20)
-Bike Bell
-Bottle Cage  
-Front Light 
-Rear Light (Blue and Red)
-Phone Holder 
-Bike Lock
-Bike Pouch 
-Kick Stand 


Total I spend more than 1.5k for the bike and letting go now at $500 and add on $30 for all accessories, definitely is my lost your gain. 

Reason to sell due to changed  full time job and no much time to cycle anymore 

Will give all the original accessories and a ZOOM suspension seat-post

Feel free to try the bike at my place and free delivery to Hougang, Kovan and Buangkok.

Open to any negotiation but pls be reasonable.",N,NA,NA,Y,Blk 928 Hougang Street 91Hougang 1,1.37631844,103.88137168,perakgialai,Joined 7 years ago,Very Responsive,Verified,NA,NA,NA,5.0,40,https://www.carousell.sg/p/💥-upgraded-java-cl20-minivelo-limited-with-2-9-speed-sora-r3000💥-1244386235/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=Rcv-b6pDaCver96S&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=82
329,5 likes,9 images,Giant Defy pro 2  disc ( ultegra 11s ),"2,399",Lightly used,Meetup,1 week ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Giant defy
Size ML
Carbon frame 
Full Ultegra Shimano 11s 
Carbon wheelset SLR2
Disc brake model
Continental Gp5000

Original cost $5k in total
Letting go cheap as owner no longer riding 

🔥 instalment plan available 
3months 
6 months
12 months!!",N,NA,NA,Y,Northstar,1.3785928,103.87628,autumn_angel_sports_pte_ltd,Joined 8 years ago,Very Responsive,Verified,NA,NA,NA,5.0,376,https://www.carousell.sg/p/giant-defy-pro-2-disc-ultegra-11s-1243015325/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=aN77-fzQlDvWiF2W&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=802
330,6 likes,10 images,"Trek SL1200, 9.5kg only",580,Lightly used,Meetup,6 days ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Trek SL1200, 9.5kg 
Excellent Condition with shop warranty

Large Frame, Aluminium
Shimano 105 derailleur 
Shimano Tiagra shifter
Bontrager crankset 
700c rim

Please see my listings for more bicycle options or contact us at 88111796 for more information 

Welcome to view and for test ride at our bike store located at Lipo building, 621 Aljunied Rd #07-07, 389834 

By Mrt : Mattar, exit B, take right turn for 3 mins straight walk to Lipo building

12pm to 8pm",N,NA,NA,Y,Lipo Building,1.32506834,103.87976789,simple.bicycles,Joined 7 years ago,Very Responsive,Verified,NA,NA,NA,5.0,806,https://www.carousell.sg/p/trek-sl1200-9-5kg-only-1243188081/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=Wq_9sCUfuoLmsFZS&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=720
331,30 likes,2 images,Road bike,120,Well used,Meetup,2 weeks ago,Road Bikes,Posted,Has minor flaws or defects.,"roadbike for $125(negotiable)
still in good condi
repainted and has a few scratches
What u see is what u get",N,NA,NA,Y,Lakeside MRT Station (EW26),1.34426913,103.72071206,rdll56200832033,Joined 2 months ago,Very Responsive,Verified,NA,NA,NA,NA,NA,https://www.carousell.sg/p/road-bike-1241460230/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=LcSLfmyp-7__plsS&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1431
332,19 likes,6 images,Lynskey Helix,"3,500",Well used,Meetup,2 hours ago,Road Bikes,Bumped,Has minor flaws or defects.,"Willing to nego

frameset: lynskey helix titanium frame condition 9/10
no dents no cracks only have micro scratches from normal riding
enve carbon road fork 2.0condition 10/10

wheelset: reynolds carbon  wheelset with original reynold  hubs condition 9/10 no dents no cracks 

cockpit: 3t stem and  ( insert bar) 
stem condition is a 10/10
bar condition is a 7/10 ( light scratches)

groupset: shimano 105 crankset, 11x2 cassette with ultegra shifters
condition 9/10

saddle: fizik saddle condition 9/10 small defects


own this bike for 2 years, not a frequent riding therefore been sitting at home for very long.",N,NA,NA,Y,Boon Lay MRT Station (EW27),1.33875046,103.70555987,immalowballer123,Joined 4 years ago,Very Responsive,Verified,NA,NA,NA,4.1,9,https://www.carousell.sg/p/lynskey-helix-1242947507/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=AKenagH3WyunJ-Yr&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=115
